min_distance_depot,average_distance_depot,max_distance_depot,min_distance_nondepot,average_distance_nondepot,max_distance_nondepot,min_demand,average_demand,max_demand,num_customers,vehicle_capacity,best_objective_value,computational_time
39,597.9827586,1124,10,516.6418633,1255,30,62.4137931,100,58,500,23129,3.75586772
63,599.5,1043,32,548.1045752,1042,30,65.55555556,93,18,400,6936,1.67201972
50,612.4923077,1108,13,504.7788462,1257,30,65.09230769,99,65,400,28511,4.313549757
110,505.7037037,777,34,536.4330484,1067,35,63.96296296,100,27,300,11499,2.145771027
82,677.5806452,1203,6,512.8620851,1287,31,62.86021505,100,93,500,43953,5.837657452
192,720.7272727,1194,11,518.7316017,1102,31,65.13636364,94,22,400,9636,1.918902397
143,477.6451613,943,31,515.6580645,1135,30,67.09677419,100,31,300,13097,2.400624037
86,470.3103448,883,13,514.2389163,1026,30,66.75862069,98,29,500,9559,2.305675745
118,585.8648649,1031,24,537.6471471,1144,30,61.21621622,100,37,400,16117,2.780407906
47,572.0921053,1065,9,561.2385965,1330,30,63.30263158,100,76,300,41547,4.980166674
34,442.9285714,750,18,536.9470899,1246,30,73.14285714,100,28,500,9935,2.264723063
95,540.1025641,1111,15,487.7872128,1244,35,68.55128205,99,78,400,35253,4.734309673
24,436.814433,834,6,519.6531357,1311,30,64.20618557,100,97,400,42400,5.68474412
38,572.4605263,997,17,533.6063158,1307,30,62.93421053,99,76,300,39385,4.640363455
84,506.9464286,982,13,491.9961039,1091,30,67.94642857,100,56,300,25918,3.715871334
45,532.475,1100,24,531.3628205,1171,31,68.4,99,40,400,17389,2.856363773
130,629.9473684,1032,58,566.3918129,1158,31,57.84210526,100,19,400,7391,1.812980413
76,618.6888889,1256,15,534.530303,1270,30,63.62222222,100,45,500,19088,3.112198353
40,394.5632184,677,2,535.8674151,1239,30,66.1954023,100,87,400,37072,5.336940289
95,509.7073171,926,19,495.7012195,1042,31,62.97560976,98,41,400,15205,2.915308475
74,428.4545455,766,9,545.9407925,1253,33,68.57575758,100,66,500,26421,4.219606161
25,499.943662,1000,5,544.1742455,1297,34,68,100,71,300,35551,4.40347743
12,517.9375,1022,48,551.325,1108,30,62.8125,99,16,500,5292,1.585070133
33,515.625,979,6,496.8500522,1265,30,66.02272727,99,88,300,43918,5.692720652
161,528.7,995,16,463.6791837,1100,34,65.16,100,50,500,19144,3.478008986
48,401.0322581,828,13,530.0840825,1213,32,69.0483871,99,62,400,24551,4.146604061
71,593.7272727,1056,3,537.4399093,1356,31,68.03030303,99,99,500,47212,5.916591406
72,582.877193,1039,21,536.7243108,1272,30,63.64912281,98,57,500,24919,3.859791756
37,538.4193548,1006,22,551.2473118,1201,35,67.61290323,100,31,500,12385,2.334679365
48,603.2,1065,6,526.0936027,1090,30,59.56363636,97,55,300,26780,4.473439932
101,479.3478261,987,4,486.2719523,1311,31,59.86956522,99,69,300,30573,4.51843071
221,653.72,1114,30,548.5666667,1120,34,65.68,93,25,500,10221,2.034833431
160,460.90625,794,22,475.0322581,1210,30,70.96875,100,32,400,11877,2.452592611
99,537.3333333,1071,21,496.374359,1220,31,65.09090909,99,66,400,27822,4.358500481
26,418.2808989,733,5,553.6986721,1269,30,64.31460674,99,89,500,37953,5.324947357
48,492.4938272,926,6,514.3219136,1272,30,61.32098765,99,81,300,36783,5.144052982
34,578.6666667,1002,26,561.8619048,1067,32,65.23809524,93,21,300,9010,1.868928432
18,416.3793103,736,30,547.408867,1056,32,63.10344828,99,29,400,9536,2.331681728
69,570.0689655,1026,11,535.4811548,1322,30,63.83908046,99,87,400,41310,5.455876827
216,626.1,912,117,596.6666667,1107,32,63,97,10,500,4006,1.23828578
281,601.5,823,22,484.6470588,1065,30,57.05555556,98,18,400,6169,1.717035294
80,430.969697,912,12,543.2433566,1285,34,66.1969697,100,66,400,27674,4.212587118
290,490.9230769,752,48,428.474359,968,34,76.53846154,100,13,500,4388,1.482148886
170,391.8947368,610,37,516.2573099,983,35,58.57894737,92,19,300,6248,1.72800827
69,523.1410256,1074,3,535.5880786,1285,32,68.35897436,100,78,300,41188,5.165061712
60,498.6847826,1051,4,516.5998567,1310,30,60.93478261,98,92,500,39174,5.722721815
41,490.0895522,968,9,531.0085934,1323,30,67.56716418,99,67,300,32176,4.505401373
47,562.0434783,1216,3,500.583612,1324,30,63.69565217,99,92,400,41905,5.562833548
37,515.3773585,988,7,504.4245283,1208,30,62.22641509,99,53,400,22369,3.628901958
97,609.295082,1123,6,526.7808743,1179,30,62.70491803,100,61,500,28274,4.032690048
60,406.8695652,649,21,517.2094862,1123,40,63.82608696,92,23,400,7038,1.982842445
104,404.5714286,703,26,465.8285714,994,32,67.0952381,95,21,300,7517,1.822952986
9,578.9565217,1073,11,558.1594203,1295,30,63.55072464,100,69,400,31654,4.499423742
74,484.1428571,817,13,533.5687831,1197,32,69.14285714,98,28,500,9979,2.203758955
88,658.4893617,1280,9,528.8584644,1294,31,63.93617021,99,47,400,22754,3.157190561
32,571.3220339,965,3,500.5388662,1108,32,65.05084746,100,59,400,26593,3.947759867
52,453.3163265,981,15,527.969493,1297,30,59.51020408,99,98,400,43203,5.736713171
131,442.3913043,717,34,504.8458498,1114,33,65.08695652,100,23,400,8027,2.043827534
119,530,960,23,528.6369748,1262,30,59.91428571,94,35,300,16097,2.605508566
39,552.2087912,1047,9,509.6547009,1280,31,66.68131868,99,91,400,43313,5.728719234
82,475.0704225,906,7,470.938833,1181,30,64.16901408,100,71,300,31739,4.590369225
80,527.4035088,875,19,498.8865915,1288,34,68.57894737,100,57,500,23000,3.587926388
38,438.46875,814,23,484.8790323,998,34,64.53125,100,32,500,10709,2.362627506
163,523.0769231,937,38,535.9507692,1263,34,67.80769231,96,26,500,9166,2.077807665
171,428,734,30,565.1212121,935,32,65,99,12,500,3779,1.489145041
66,521.3174603,1037,16,509.1269841,1296,31,65.42857143,100,63,400,26722,4.05967617
29,442.4833333,948,14,478.9666667,1189,32,66.46666667,99,60,500,22369,3.956732273
117,377.375,574,44,529.8666667,1028,38,67.6875,100,16,300,6074,1.547133684
34,491.5517241,1051,8,517.2031542,1331,30,65.45977011,100,87,400,39692,5.390930891
118,478.55,972,16,533.1315789,1171,41,68.9,98,20,400,7499,1.861931562
43,492.1020408,973,10,521.5314538,1215,30,64.81632653,100,98,500,43170,5.885647774
70,539.2173913,1031,14,531.254902,1233,30,62.43478261,100,69,300,35330,4.47043848
67,388.2020202,687,5,509.1836735,1245,30,64.11111111,100,99,500,41143,5.714725971
62,548.9047619,1101,12,494.0381526,1218,30,62.89285714,99,84,300,43587,5.064098835
34,499.0945946,1056,6,497.580896,1272,30,63.2027027,96,74,400,33557,4.612375975
55,487.8382353,931,14,534.1093064,1221,31,61.07352941,100,68,500,26768,4.476433039
87,436.516129,866,17,562.3225806,1164,30,63.96774194,100,31,300,13005,2.439582109
88,458.5,887,17,501.2726531,1237,30,63.52,98,50,500,17346,3.426039696
29,510.8166667,871,9,490.1124294,1194,30,68.98333333,99,60,300,28626,3.937743425
67,407.1923077,811,28,493.3630769,1136,30,67.15384615,100,26,500,8112,2.229722738
133,527.3392857,959,31,552.2084416,1267,33,69.19642857,99,56,500,24352,3.717870712
95,627.4390244,1066,1,526.0768293,1239,34,65.36585366,100,41,500,16742,3.03624177
33,340.9032258,584,10,475.8566896,1153,30,62.87096774,100,62,300,24416,4.135611534
66,689.4444444,1187,7,553.8801843,1238,30,63.47619048,100,63,300,34963,4.213586092
70,480.15,948,76,558.2631579,1349,31,60.65,85,20,400,7665,1.902909279
39,547.4387755,1039,8,557.366295,1257,31,63.26530612,100,98,400,48367,6.0705235
146,359.0882353,774,13,494.6720143,1209,34,66.20588235,100,34,400,11483,2.5485394
12,531.0333333,1003,6,516.176779,1277,30,62.37777778,99,90,400,41069,5.563833237
44,526.4693878,1032,17,497.8452381,1225,30,65.7755102,100,49,400,21211,3.338069916
51,664.8020833,1200,2,535.7719298,1214,30,64.07291667,100,96,300,58270,5.983592033
41,450.2727273,905,31,496.7272727,1056,36,59.36363636,97,11,500,2877,1.36221838
38,444.2666667,842,19,527.9523096,1227,30,61.14444444,99,90,300,42588,5.514860392
92,607.3023256,1065,10,491.9147287,1184,30,62.53488372,100,43,500,17590,2.984288216
111,556.4666667,857,33,516.2597701,1116,32,61.43333333,98,30,400,12708,2.305677891
194,440.9318182,752,28,505.7135307,1222,33,61.45454545,99,44,400,17194,3.199146271
70,554.078125,1074,12,514.672619,1226,30,65.125,99,64,400,28217,4.133632898
189,552.4761905,864,28,570.8095238,1104,36,63,98,21,500,7054,2.369642019
41,480.7027027,872,6,549.4894895,1240,30,69,99,37,400,15613,2.754425287
57,566.6451613,1013,43,549.5526882,1162,30,66.58064516,97,31,300,14573,2.446577549
101,401.4090909,683,59,515.6839827,1058,39,66.59090909,98,22,300,8533,1.895912647
241,742.1111111,1166,38,519.6142857,1317,33,62.33333333,99,36,500,14615,2.609484673
85,522.5789474,1020,10,541.8107769,1249,30,66.0877193,100,57,400,24880,3.786830425
19,514.0958904,934,16,519.4809741,1205,33,64.69863014,99,73,500,29726,4.475455999
73,492.1153846,843,29,498.4923077,1161,31,67,100,26,500,8212,2.18374896
30,517.1410256,957,6,501.4538795,1195,30,64.97435897,100,78,500,32074,4.794253111
154,529.6111111,892,27,601.2941176,1181,37,61.22222222,100,18,400,6838,1.689031363
145,629.8510638,1077,6,529.3903793,1263,30,65.85106383,99,47,500,21141,3.22317338
75,533.1904762,1052,9,538.7782898,1287,32,61.22222222,100,63,400,28217,4.190619707
35,501.5,931,9,517.1911676,1233,30,67.82758621,97,58,300,28219,3.930728197
108,565,968,47,504.2657658,1158,35,65.64864865,100,37,300,17075,2.848365307
50,502.5217391,1018,22,493.8772947,1226,30,62.58695652,100,46,300,20792,3.363054514
8,522.0149254,1025,15,499.14654,1296,31,68.80597015,100,67,400,30152,4.38047123
106,580.4594595,1010,39,518.4459459,1137,32,65.13513514,98,37,300,17315,2.826381207
92,525.4909091,987,10,520.0599327,1133,30,63.54545455,100,55,300,26388,3.81279707
58,429.1555556,836,20,514.0776529,1314,30,68.98888889,100,90,300,44543,5.818688154
52,528.3846154,1054,43,493.731444,1217,34,65.71794872,97,39,300,18731,2.967284441
114,701.741573,1329,7,512.6894791,1242,31,61.52808989,100,89,400,47272,5.740732431
36,412.8888889,684,22,414.1045752,957,31,58.94444444,91,18,300,5528,1.794968605
70,545.037037,969,6,520.1685185,1235,30,66.18518519,99,81,400,37113,4.820218086
25,540.4020619,1138,8,485.5096649,1231,31,66.2371134,100,97,300,49747,6.016552925
46,495.6530612,1045,25,486.5263605,1260,33,69.42857143,100,49,300,23620,3.366053343
87,526.234375,1032,7,543.8244048,1314,31,62.875,98,64,300,32445,4.213565826
91,507.3157895,1065,72,531.374269,1059,30,71.73684211,100,19,300,8459,1.757995605
61,582.3191489,1155,5,526.9128346,1324,30,63.20212766,98,94,500,42499,5.63477397
143,414.0444444,668,17,533.9494949,1252,30,69.37777778,100,45,500,17929,3.197169542
47,396.2307692,729,9,531.3903846,1251,30,64.89230769,100,65,500,26140,4.156617403
106,465.6153846,945,39,427.5897436,972,36,67.76923077,96,13,500,3614,1.365215778
129,600.7777778,1104,5,524.09319,1258,31,61.6031746,94,63,300,32690,4.198594332
71,469.0434783,884,21,588.9584541,1272,30,61.67391304,96,46,500,18821,3.051251888
38,602.125,1039,7,526.7664474,1231,30,66.46875,100,96,500,45040,5.686763287
100,563.6833333,1075,24,522.7039548,1159,30,66,100,60,400,28571,4.009704351
109,602.0285714,1079,27,488.9092437,1179,33,66.57142857,100,35,500,13221,2.656476736
23,480.2061856,832,8,530.084622,1238,30,63.4742268,100,97,400,46748,5.985572338
75,490.3444444,996,6,553.4461923,1342,30,61.38888889,100,90,300,45402,5.386931896
80,456.7972973,895,8,518.8596816,1248,30,64.09459459,100,74,500,28784,4.550391197
45,512.5662651,943,13,515.6896856,1262,32,68.24096386,99,83,300,43018,5.617761374
80,548.8666667,964,35,530.0206897,1187,33,69.6,99,30,500,9832,2.28071332
60,398.6567164,723,13,522.3545907,1172,32,66.10447761,96,67,300,28545,4.446455479
65,602.6101695,1110,13,530.2033898,1129,30,62.93220339,100,59,300,31389,4.026713848
20,562.0102041,1020,5,527.9665474,1257,30,62.2244898,99,98,300,50680,5.781687975
367,676.6153846,1045,43,447.6410256,913,38,66.23076923,98,13,500,4447,1.367218733
52,532.9333333,943,4,543.8900901,1259,30,64.96,99,75,500,34191,4.70532608
37,410.2688172,866,1,509.9308088,1279,30,67.08602151,100,93,400,42518,5.692758799
6,481.5686275,987,14,513.1952941,1224,30,63.15686275,99,51,400,19384,3.538970232
72,608.6511628,1111,15,504.2218878,1238,30,64.91860465,100,86,500,38657,5.112092257
107,413.4666667,726,13,561.4515152,1266,31,63.6,99,45,300,19672,3.204165697
15,398.4,870,5,520.6134615,1264,30,65.24615385,99,65,400,26110,4.244549513
101,589,901,9,543.4984615,1229,30,55.92307692,97,26,300,11630,2.249711514
65,606.7,1102,61,551.5315789,1107,32,67.95,94,20,400,8716,1.761011124
104,502.8681319,910,7,497.618315,1212,30,64.2967033,100,91,500,39775,5.446878195
57,419.8148148,852,10,535.2735043,1173,31,69.40740741,100,27,300,10192,2.234699249
21,563.6344086,1098,3,532.6533427,1286,30,61.11827957,100,93,400,45392,7.204899073
182,486.55,898,21,487.0578947,1070,33,64.2,98,20,400,7331,2.237717628
74,605.5,1037,4,502.3529412,1183,31,65.08823529,99,34,300,16754,3.199170351
57,424.7727273,893,12,518.05074,1194,31,65.18181818,98,44,400,16935,3.962731361
13,584.1973684,1161,19,516.4435088,1278,30,64.36842105,100,76,300,39035,6.276409626
144,504.7727273,823,36,559.3463203,1158,30,66.45454545,96,22,400,8871,2.369644403
83,366.8461538,583,16,505.0730769,1111,33,69.75384615,100,65,400,25728,5.155049324
59,485.14,951,6,526.5665306,1329,33,68.36,100,50,400,20638,4.477437496
57,512.7977528,998,12,522.1304903,1262,30,65.25842697,100,89,300,45396,7.89248538
18,536.9529412,980,10,549.9495798,1244,30,65.6,99,85,400,41781,9.181749582
81,403.6923077,705,24,485.8717949,1021,31,62.92307692,98,13,500,3796,3.604937553
18,499.4074074,908,4,507.5814116,1182,32,64.44444444,100,54,500,19701,7.880492687
29,508.3939394,1066,11,516.5365904,1347,30,62.80808081,97,99,500,43267,6.157476664
61,562.75,1176,6,504.5035211,1295,30,65.68055556,100,72,400,33598,5.392914772
17,479.1030928,965,7,515.3556701,1296,30,67.40206186,100,97,300,47305,6.579256535
133,564.2727273,1008,35,581.4909091,1140,38,69.54545455,99,11,500,4352,1.46815896
88,468.7058824,897,22,539.0367647,1022,39,71.64705882,100,17,400,6448,2.787405014
35,473.5180723,984,17,509.7073171,1181,32,66.42168675,100,83,500,34318,5.41390276
72,540.3529412,954,8,570.7652661,1354,30,64.41176471,99,85,500,39606,6.888728619
31,476.5520833,990,10,515.2701754,1360,32,67.51041667,100,96,300,49039,7.97543788
120,567.5454545,975,142,571.4181818,1054,40,60.54545455,99,11,300,4477,1.745001793
34,491.8510638,906,10,532.5014871,1271,30,66.94680851,100,94,300,46792,6.062531948
121,430.7777778,847,13,565.7908497,1189,31,55.94444444,95,18,400,5592,2.247731209
24,568.6276596,1020,14,543.0226493,1333,30,64.30851064,99,94,400,47140,6.476314783
52,526.575,1080,5,544.8397436,1215,30,61.95,100,40,400,16115,3.024251699
104,489.9117647,869,25,548.9180036,1169,31,60.20588235,95,34,500,12957,2.850354433
59,711.6964286,1174,11,511.2636364,1116,31,62.96428571,98,56,300,31414,3.965733051
55,490.3283582,986,8,516.1121664,1302,31,64.73134328,100,67,300,28974,4.737309217
69,404.5084746,700,16,536.9929866,1271,30,62.66101695,99,59,300,26010,4.23357892
164,460.6,723,48,480.0789474,1088,34,63.9,96,20,400,7066,3.262132645
6,362.7674419,736,4,496.8525308,1249,30,69.15116279,99,86,300,35821,6.308409691
37,511.137931,910,7,510.6212946,1215,30,60.46551724,98,58,500,21895,4.025698185
218,682.5,1019,17,520.5144928,1127,31,65.29166667,96,24,500,9877,2.169776917
55,512.86,1041,19,535.644898,1210,31,64.56,100,50,300,23299,3.549968243
31,636.3010753,1097,2,514.1676017,1287,30,67.02150538,100,93,300,52126,6.077522993
26,586.75,1146,98,687.7878788,1274,44,67.5,93,12,300,5929,1.250303984
62,496.6195652,881,19,549.8932155,1266,32,63.89130435,100,92,300,47095,5.739735842
35,571.5438596,1093,6,534.9310777,1297,31,69.12280702,99,57,300,30883,4.103672028
465,918.5789474,1302,58,582.8596491,1281,32,71.10526316,100,19,400,10574,1.935870171
54,511.377551,1020,4,527.2284873,1283,30,66.94897959,100,98,300,51770,6.598224401
21,532.1326531,1019,3,532.4592889,1275,30,64.07142857,99,98,400,47112,5.937602282
45,436.8395062,979,4,522.5947531,1308,32,65.50617284,99,81,500,34455,5.036139011
77,364.0833333,571,59,511.0151515,1079,30,54.16666667,81,12,500,3344,1.542117357
97,695.5142857,1226,13,518.8521739,1187,30,65.91428571,99,70,500,32428,4.503424883
110,445.8846154,945,39,525.0923077,1109,31,53.57692308,96,26,400,8857,2.281714201
33,379.15625,807,34,486.3225806,1125,31,64.4375,100,32,400,10025,2.843390703
77,388.8333333,734,15,530.0905797,1105,33,56.375,83,24,300,8433,2.241718531
52,406.6140351,649,14,514.1716792,1118,30,67.77192982,98,57,400,22409,3.772841215
78,474.9705882,897,28,540.4991087,1193,30,62.91176471,98,34,400,12833,2.676447868
104,564.8333333,1016,94,510.2121212,1001,34,59.41666667,91,12,300,5078,1.425182104
94,393.8421053,639,34,527.170697,1167,30,63.05263158,100,38,500,12657,2.776409626
47,413.5280899,840,9,514.8125638,1261,30,65.1011236,99,89,500,36393,5.350958109
42,582.2156863,1164,8,519.2384314,1182,32,70.62745098,100,51,500,19865,3.566977739
58,404.8571429,696,41,511.5079365,1112,30,68.10714286,96,28,300,11942,2.428609848
93,473.4318182,888,12,486.9016913,1073,30,65.09090909,98,44,400,16827,3.288139105
56,445.962963,878,8,465.617051,1245,31,60.96296296,97,54,500,20002,3.738863945
90,502.804878,874,1,534.0990665,1239,30,67.23170732,100,82,400,37188,5.122088671
34,412.5434783,875,7,435.6444444,1065,30,65.36956522,98,46,500,15284,3.330092907
83,570.7,988,4,525.9126294,1274,31,60.8,100,70,500,28546,4.569387197
19,426.7671233,839,10,517.8158295,1252,30,64.73972603,99,73,500,28535,4.568386555
64,574.2105263,966,6,530.9160401,1115,30,68.43859649,100,57,500,25744,3.770842314
57,574.9393939,1048,24,545.5240093,1212,30,65.36363636,96,66,300,34006,4.396504641
32,648.5277778,1155,8,534.6877934,1234,31,67.58333333,100,72,500,32600,4.591392279
114,530.75,852,40,548.8636364,1071,40,66.83333333,100,12,500,3724,1.447170258
192,444.8181818,702,44,479.2909091,971,43,70.18181818,99,11,400,3670,1.392222166
68,474.5833333,713,18,581,1080,37,61.5,94,12,400,4219,1.469158173
21,508.1940299,979,13,509.9389417,1282,30,65,100,67,400,29162,4.356507063
54,693.3506494,1249,3,555.9699248,1302,30,67.03896104,100,77,300,47838,5.078096628
27,599.4883721,1093,8,512.4350205,1183,31,65.36046512,100,86,500,39126,5.449880838
91,594.2857143,1109,5,506.0816327,1225,33,66.57142857,100,49,300,25571,3.646913052
36,501.5128205,868,10,559.3240093,1292,30,64.01282051,100,78,400,35769,4.988146305
19,569.3098592,1044,12,543.9283702,1258,30,59.43661972,100,71,500,29893,4.652357101
103,550.0789474,1015,19,501.0252632,1289,30,64.44736842,99,76,300,39826,5.060107946
105,564.2435897,987,11,511.7079587,1206,30,65.73076923,97,78,400,37209,5.473867893
11,445.6,909,30,505.5666667,1229,30,65.425,100,40,500,13857,3.252138138
96,498.9056604,923,19,494.2271408,1171,30,65.81132075,100,53,300,24096,3.842802763
66,374.2653061,628,35,512.4277211,1239,30,67.65306122,100,49,400,18083,3.805821657
65,436.1470588,832,10,532.2647059,1167,31,68.69117647,100,68,300,30951,6.54425621
4,595.3737374,1126,5,529.5073181,1262,30,59.3030303,100,99,500,46436,7.515699387
57,450,930,65,506.0166667,984,43,76.75,98,16,500,5133,1.701047659
114,449.1875,704,22,526.9778226,1233,30,65.03125,99,32,400,10997,2.67147398
67,660.4,1144,36,559.7,1210,32,65.64,99,25,400,11466,2.35564971
62,518.9032258,846,41,533.7612903,1260,31,64.06451613,100,31,300,14645,2.553558826
94,446.6875,894,16,554.4468085,1239,32,60.77083333,100,48,300,20985,4.18460536
114,603.5,931,52,637.7802198,1231,33,68.64285714,100,14,300,7040,2.015844584
113,654.2424242,1125,6,551.5700758,1212,35,68.48484848,99,33,400,14901,3.282120943
115,672.673913,1153,13,559.1816425,1294,31,59.43478261,97,46,400,20769,3.882778883
146,391.075,630,15,512.1602564,1166,30,65.05,100,40,300,15594,3.411048412
93,435.7222222,780,57,525.1764706,1084,30,67.61111111,97,18,400,5875,2.299684048
18,724.2469136,1279,11,526.0756173,1263,31,63.30864198,99,81,500,38605,5.784692764
52,473.6909091,1042,6,539.6397306,1202,31,68.32727273,98,55,500,21550,4.15162468
41,532.377551,994,4,519.3307385,1369,32,67.21428571,100,98,300,52339,6.43731761
156,720.52,1128,41,533.0266667,1207,30,60.68,93,25,500,9673,2.175753593
100,452.1875,872,15,554.8346774,1216,32,59,97,32,300,11151,2.629512787
12,472.2727273,860,42,504.6839827,1018,39,69.13636364,100,22,500,7064,2.04183197
48,422,826,10,539.9790941,1187,31,60.11904762,99,42,300,17210,3.318100691
32,396.25,795,92,432.6583333,1125,43,73.875,100,16,500,4770,2.263703108
59,479.3409091,1008,9,483.1871036,1145,31,59.45454545,100,44,400,16869,3.848796606
91,538.875,896,18,514.5060484,1178,30,65.25,100,32,400,11727,2.810412645
63,444.1836735,835,15,538.0578231,1223,30,66.63265306,100,49,300,22157,3.490005732
40,422.4545455,752,26,541.1394395,1198,30,60.88311688,95,77,400,31989,5.108079672
153,614.7692308,1094,5,500.1958486,1251,30,65.28571429,99,91,400,45069,5.817671061
110,626.2272727,1049,13,477.3982684,1009,30,58.59090909,96,22,300,9639,2.091820478
64,411,754,19,507.2432932,1133,30,67.91489362,99,47,500,15980,3.311086416
24,575.8333333,1023,59,528.9542484,1129,32,65.61111111,99,18,500,5854,1.81396246
60,484.4090909,915,9,543.9835423,1277,30,64.44318182,99,88,300,43490,5.619802952
65,558.8068182,1086,13,513.2426855,1255,30,63.625,99,88,300,46200,5.741734982
94,572.7831325,985,7,485.2727006,1191,30,66.60240964,100,83,500,35201,5.308963776
175,692.2962963,1142,49,546.3390313,1242,36,62.22222222,100,27,400,12506,2.223746538
43,610.3478261,1164,18,533.6905371,1360,30,64.15942029,100,69,500,30222,4.485434532
90,502.4,942,27,523.1563025,1178,32,69.14285714,100,35,300,15325,2.74942565
121,389.125,698,55,531.6884058,1121,30,77.08333333,100,24,300,8651,2.179752111
31,658.6338028,1222,5,523.9762575,1285,30,66.5915493,100,71,400,35397,4.5903759
51,550.7333333,1087,19,544.8285714,1116,33,65.73333333,99,15,400,5162,1.642059326
40,467.2428571,969,4,490.0008282,1239,30,65.24285714,100,70,400,30765,4.666350365
19,441.8095238,792,16,550.0619048,1222,34,67,97,21,400,6803,2.115767956
156,657.5625,1136,13,488.9495968,1308,35,72.25,99,32,500,13604,2.490572691
27,544.6421053,1107,8,498.9202688,1213,31,64.07368421,100,95,500,41119,5.84465766
151,649.9753086,1095,4,473.2839506,1221,31,65.54320988,100,81,500,38331,4.94418931
27,513.1976744,1053,10,549.6987688,1306,30,65.62790698,98,86,300,46047,5.677772045
144,457.6551724,857,11,483.8891626,1186,33,69.10344828,99,29,300,12510,2.526534319
62,590.4615385,1070,3,518.4766789,1255,32,65.27472527,99,91,300,48783,5.697742224
47,377.2209302,686,2,513.4634747,1232,30,70.38372093,99,86,500,33818,5.447884083
45,632.4,1037,14,542.2485876,1234,30,61.21666667,100,60,500,26900,4.216566563
38,565,1053,19,478.1222222,1044,32,71,98,36,500,13546,2.747406721
152,664.5882353,1098,19,512.3475936,1078,31,62.97058824,100,34,500,13946,2.711447954
56,552.4444444,1012,34,550.3789174,1230,31,66.14814815,100,27,400,11312,2.327666759
86,409.72,754,17,515.3755102,1194,33,66.84,98,50,300,20667,3.615929127
84,639.8181818,1218,15,510.7932331,1156,30,63.23376623,99,77,500,35849,5.01615119
85,412.5789474,796,17,523.9234043,1292,30,68.05263158,99,95,400,41850,5.762704134
148,551.0714286,891,12,501.9872242,1148,32,64.83333333,97,42,300,19572,3.15419507
28,476.4081633,955,1,518.8693457,1341,30,63.86734694,100,98,400,43665,6.033549547
51,598.5952381,1106,36,498.2624855,1275,34,70.07142857,98,42,500,18039,3.20914197
101,620.9583333,1117,38,514.5144928,1134,34,66.375,99,24,400,9692,2.180751085
67,432.8730159,910,6,503.8740399,1245,32,61.77777778,100,63,300,28586,4.33452034
53,531.4782609,969,6,497.3047741,1240,30,65.66666667,100,69,300,34726,6.043539762
129,508.1212121,986,46,532.5075758,1180,31,66.48484848,100,33,500,12212,3.115216494
69,526.1956522,994,20,524.2908213,1171,30,65.15217391,100,46,300,21985,4.107649565
20,437.2857143,891,19,544.4386555,1246,30,66.22857143,100,35,300,14364,3.293113947
33,552.4512195,1025,5,471.8638964,1217,30,66.80487805,100,82,500,36724,5.870637894
76,443.65,851,35,497.5052632,1252,31,69.15,100,20,500,6458,1.997854948
27,512.5294118,1120,23,522.5968627,1287,30,65.62745098,100,51,400,20375,3.58694458
41,522.1518987,1040,14,528.0282376,1318,30,66.79746835,100,79,400,37834,5.248997688
87,555.1851852,972,20,545.2990915,1240,32,61.94444444,100,54,400,23073,3.849800348
77,484.7125,1057,11,491.9661392,1335,30,64.1125,99,80,300,38376,5.124089479
37,527.3375,1014,15,514.5560127,1255,30,62.6625,100,80,300,38862,5.090107203
73,593.0714286,903,36,550.8351648,1111,32,61.14285714,95,14,400,4660,1.635059834
220,545.0526316,1056,77,502.6023392,1037,36,64.21052632,100,19,500,6562,1.954883099
24,540.0833333,1088,10,516.940113,1343,30,69.63333333,100,60,400,27094,4.039688826
53,443.7826087,843,6,547.7203751,1171,30,67.56521739,100,69,500,28337,4.507442713
23,566.7377049,1168,6,533.7655738,1250,30,68.52459016,100,61,500,25932,4.135656118
18,388.9833333,631,16,531.0977401,1156,30,69.56666667,98,60,500,20877,4.091637611
75,551.1111111,906,11,501.7174603,1078,32,69.83333333,100,36,400,14796,2.618521452
70,500.1041667,995,10,516.3945035,1211,34,66.54166667,100,48,400,20057,3.448007107
95,537.3181818,933,19,437.0909091,1003,31,62.40909091,98,22,500,6595,1.916903257
19,505.8846154,927,10,532.26546,1168,31,69.25,100,52,500,21220,3.714893341
157,706.9855072,1181,15,577.4612106,1358,30,67.84057971,100,69,400,39273,4.944173574
99,542.4545455,1016,22,529.0700758,1217,30,63.06060606,100,33,300,15072,2.699473858
114,417.84,736,43,518.78,1083,30,60.16,91,25,300,9117,2.287710667
20,443.6451613,866,4,518.312763,1215,30,64.1827957,100,93,400,42462,6.967014313
13,593.2238806,1100,9,553.0777929,1207,30,69.2238806,100,67,300,39274,5.616788149
91,508.875,979,32,539.0583333,1180,32,67,96,16,500,5314,3.382064819
39,505.4,1021,3,564.3600499,1343,31,63.31111111,100,90,500,39828,6.560964823
104,658,1090,12,503.5366001,1249,31,67.60344828,99,58,400,28803,3.883797407
65,574.6833333,1051,25,540.4638418,1264,33,62.66666667,100,60,400,28266,4.079687595
22,751.3424658,1314,8,528.2686454,1293,33,65.23287671,100,73,400,39927,5.01713109
48,582.5466667,1101,4,514.8068468,1280,30,63.73333333,99,75,300,40016,5.14707613
38,640.5434783,1205,11,470.0144928,1184,30,60.32608696,99,46,400,19566,3.378066778
324,551.8181818,742,40,443.2909091,917,32,67.36363636,100,11,300,4211,1.475152731
